ain3[N],ain4[N],ain5[N]
0.000,2.146,3.757
0.000,2.037,1.435
0.000,1.539,1.362
0.000,1.386,1.460
0.000,1.386,1.460
0.000,1.270,1.566
0.000,1.270,1.410
0.000,1.315,1.410
0.000,1.315,1.410
0.000,1.362,1.486
0.000,1.362,1.486
0.000,1.362,1.486
0.000,1.386,1.486
0.000,1.386,1.486
0.000,1.386,1.512
0.000,1.386,1.539
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.410,1.566
0.000,1.410,1.566
0.000,1.410,1.594
0.000,1.386,1.566
0.000,1.386,1.566
